name
demo1|AGE
demo2|Y
demo2|N
demo2|R
demo2|NI
demo2|UN
demo2|OT
demo3|01
demo3|02
demo3|03
demo3|04
demo3|05
demo3|06
demo3|07
demo3|NI
demo3|UN
demo3|OT
demo4|A
demo4|F
demo4|M
demo4|NI
demo4|UN
demo4|OT
vital1|HT
vital2|WT
vital3|BMI
vital4|01
vital4|02
vital4|03
vital4|04
vital4|05
vital4|06
vital4|07
vital4|08
vital4|NI
vital4|UN
vital4|OT
vital5|01
vital5|02
vital5|03
vital5|04
vital5|06
vital5|NI
vital5|UN
vital5|OT
vital6|01
vital6|02
vital6|03
vital6|04
vital6|05
vital6|NI
vital6|UN
vital6|OT
vital7|BP_SYSTOLIC
vital8|BP_DIASTOLIC
px3942|PROCEDURE|ICD10:0BTF0ZZ
px3943|PROCEDURE|ICD10:0BTF4ZZ
px3944|PROCEDURE|ICD10:0BTG0ZZ
px3945|PROCEDURE|ICD10:0BTG4ZZ
px3946|PROCEDURE|ICD10:0BTJ0ZZ
px3947|PROCEDURE|ICD10:0BTJ4ZZ
px3948|PROCEDURE|ICD10:0BTK4ZZ
px3949|PROCEDURE|ICD10:0BTL4ZZ
px3950|PROCEDURE|ICD10:0BTS0ZZ
px3951|PROCEDURE|ICD10:0BTS4ZZ
px3952|PROCEDURE|ICD10:0BU107Z
px3953|PROCEDURE|ICD10:0BU10JZ
px3954|PROCEDURE|ICD10:0BU307Z
px3955|PROCEDURE|ICD10:0BU407Z
px3956|PROCEDURE|ICD10:0BU707Z
px3957|PROCEDURE|ICD10:0BUB07Z
px3958|PROCEDURE|ICD10:0BUR0JZ
px3959|PROCEDURE|ICD10:0BUR4JZ
px3960|PROCEDURE|ICD10:0BUR4KZ
px3961|PROCEDURE|ICD10:0BUS0JZ
px3962|PROCEDURE|ICD10:0BUS4JZ
px3963|PROCEDURE|ICD10:0BUS4KZ
px3964|PROCEDURE|ICD10:0BV50ZZ
px3965|PROCEDURE|ICD10:0BW10FZ
px3966|PROCEDURE|ICD10:0BW17FZ
px3967|PROCEDURE|ICD10:0BW18FZ
px3968|PROCEDURE|ICD10:0BW1XFZ
px3969|PROCEDURE|ICD10:0BWL40Z
px3970|PROCEDURE|ICD10:0C2YXYZ
px3971|PROCEDURE|ICD10:0C573ZZ
px3972|PROCEDURE|ICD10:0C57XZZ
px3973|PROCEDURE|ICD10:0C5G3ZZ
px3974|PROCEDURE|ICD10:0C5S8ZZ
px3975|PROCEDURE|ICD10:0C7M8ZZ
px3976|PROCEDURE|ICD10:0C7S8DZ
px3977|PROCEDURE|ICD10:0C7S8ZZ
px3978|PROCEDURE|ICD10:0C943ZZ
px3979|PROCEDURE|ICD10:0C94XZZ
px3980|PROCEDURE|ICD10:0C95XZX
px3981|PROCEDURE|ICD10:0C95XZZ
px3982|PROCEDURE|ICD10:0C9600Z
px3983|PROCEDURE|ICD10:0C960ZX
px3984|PROCEDURE|ICD10:0C963ZZ
px3985|PROCEDURE|ICD10:0C96XZZ
px3986|PROCEDURE|ICD10:0C970ZZ
px3987|PROCEDURE|ICD10:0C993ZX
px3988|PROCEDURE|ICD10:0C993ZZ
px3989|PROCEDURE|ICD10:0C9C30Z
px3990|PROCEDURE|ICD10:0C9C3ZX
px3991|PROCEDURE|ICD10:0C9G3ZZ
px3992|PROCEDURE|ICD10:0C9H00Z
px3993|PROCEDURE|ICD10:0C9H0ZZ
px3994|PROCEDURE|ICD10:0C9J3ZX
px3995|PROCEDURE|ICD10:0C9M0ZZ
px3996|PROCEDURE|ICD10:0C9M3ZX
px3997|PROCEDURE|ICD10:0C9P3ZZ
px3998|PROCEDURE|ICD10:0C9PXZZ
px3999|PROCEDURE|ICD10:0C9S4ZZ
px4000|PROCEDURE|ICD10:0CB00ZZ
px4001|PROCEDURE|ICD10:0CB0XZX
px4002|PROCEDURE|ICD10:0CB0XZZ
px4003|PROCEDURE|ICD10:0CB10ZX
px4004|PROCEDURE|ICD10:0CB10ZZ
px4005|PROCEDURE|ICD10:0CB1XZX
px4006|PROCEDURE|ICD10:0CB1XZZ
px4007|PROCEDURE|ICD10:0CB20ZX
px4008|PROCEDURE|ICD10:0CB20ZZ
px4009|PROCEDURE|ICD10:0CB2XZX
px4010|PROCEDURE|ICD10:0CB2XZZ
px4011|PROCEDURE|ICD10:0CB30ZX
px4012|PROCEDURE|ICD10:0CB30ZZ
px4013|PROCEDURE|ICD10:0CB3XZX
px4014|PROCEDURE|ICD10:0CB3XZZ
px4015|PROCEDURE|ICD10:0CB40ZX
px4016|PROCEDURE|ICD10:0CB40ZZ
px4017|PROCEDURE|ICD10:0CB4XZX
px4018|PROCEDURE|ICD10:0CB4XZZ
px4019|PROCEDURE|ICD10:0CB50ZZ
px4020|PROCEDURE|ICD10:0CB60ZX
px4021|PROCEDURE|ICD10:0CB60ZZ
px4022|PROCEDURE|ICD10:0CB6XZX
px4023|PROCEDURE|ICD10:0CB6XZZ
px4024|PROCEDURE|ICD10:0CB70ZX
px4025|PROCEDURE|ICD10:0CB70ZZ
px4026|PROCEDURE|ICD10:0CB73ZX
px4027|PROCEDURE|ICD10:0CB7XZX
px4028|PROCEDURE|ICD10:0CB7XZZ
px4029|PROCEDURE|ICD10:0CB80ZZ
px4030|PROCEDURE|ICD10:0CB83ZX
px4031|PROCEDURE|ICD10:0CB83ZZ
px4032|PROCEDURE|ICD10:0CB90ZZ
px4033|PROCEDURE|ICD10:0CB93ZX
px4034|PROCEDURE|ICD10:0CBB0ZZ
px4035|PROCEDURE|ICD10:0CBC0ZZ
px4036|PROCEDURE|ICD10:0CBD0ZZ
px4037|PROCEDURE|ICD10:0CBF0ZX
px4038|PROCEDURE|ICD10:0CBF0ZZ
px4039|PROCEDURE|ICD10:0CBG0ZX
px4040|PROCEDURE|ICD10:0CBG0ZZ
px4041|PROCEDURE|ICD10:0CBH0ZX
px4042|PROCEDURE|ICD10:0CBH0ZZ
px4043|PROCEDURE|ICD10:0CBH3ZX
px4044|PROCEDURE|ICD10:0CBJ0ZZ
px4045|PROCEDURE|ICD10:0CBJ3ZX
px4046|PROCEDURE|ICD10:0CBM0ZX
px4047|PROCEDURE|ICD10:0CBM0ZZ
px4048|PROCEDURE|ICD10:0CBM7ZX
px4049|PROCEDURE|ICD10:0CBM7ZZ
px4050|PROCEDURE|ICD10:0CBM8ZX
px4051|PROCEDURE|ICD10:0CBN0ZZ
px4052|PROCEDURE|ICD10:0CBNXZZ
px4053|PROCEDURE|ICD10:0CBP0ZZ
px4054|PROCEDURE|ICD10:0CBP3ZX
px4055|PROCEDURE|ICD10:0CBPXZX
px4056|PROCEDURE|ICD10:0CBPXZZ
px4057|PROCEDURE|ICD10:0CBQXZZ
px4058|PROCEDURE|ICD10:0CBR0ZX
px4059|PROCEDURE|ICD10:0CBR8ZX
px4060|PROCEDURE|ICD10:0CBR8ZZ
px4061|PROCEDURE|ICD10:0CBS0ZX
px4062|PROCEDURE|ICD10:0CBS0ZZ
px4063|PROCEDURE|ICD10:0CBS3ZX
px4064|PROCEDURE|ICD10:0CBS8ZX
px4065|PROCEDURE|ICD10:0CBS8ZZ
px4066|PROCEDURE|ICD10:0CBT0ZX
px4067|PROCEDURE|ICD10:0CBT8ZX
px4068|PROCEDURE|ICD10:0CBV0ZX
px4069|PROCEDURE|ICD10:0CBV8ZX
px4070|PROCEDURE|ICD10:0CCM0ZZ
px4071|PROCEDURE|ICD10:0CCM8ZZ
px4072|PROCEDURE|ICD10:0CCR8ZZ
px4073|PROCEDURE|ICD10:0CCS8ZZ
px4074|PROCEDURE|ICD10:0CDWXZ0
px4075|PROCEDURE|ICD10:0CDWXZ1
px4076|PROCEDURE|ICD10:0CDWXZ2
px4077|PROCEDURE|ICD10:0CDXXZ0
px4078|PROCEDURE|ICD10:0CDXXZ1
px4079|PROCEDURE|ICD10:0CDXXZ2
px4080|PROCEDURE|ICD10:0CJS8ZZ
px4081|PROCEDURE|ICD10:0CJY0ZZ
px4082|PROCEDURE|ICD10:0CJY8ZZ
px4083|PROCEDURE|ICD10:0CN40ZZ
px4084|PROCEDURE|ICD10:0CN4XZZ
px4085|PROCEDURE|ICD10:0CN7XZZ
px4086|PROCEDURE|ICD10:0CNS0ZZ
px4087|PROCEDURE|ICD10:0CPY0DZ
px4088|PROCEDURE|ICD10:0CPY0JZ
px4089|PROCEDURE|ICD10:0CPY7JZ
px4090|PROCEDURE|ICD10:0CQ0XZZ
px4091|PROCEDURE|ICD10:0CQ1XZZ
px4092|PROCEDURE|ICD10:0CQ30ZZ
px4093|PROCEDURE|ICD10:0CQ3XZZ
px4094|PROCEDURE|ICD10:0CQ40ZZ
px4095|PROCEDURE|ICD10:0CQ4XZZ
px4096|PROCEDURE|ICD10:0CQ50ZZ
px4097|PROCEDURE|ICD10:0CQ70ZZ
px4098|PROCEDURE|ICD10:0CQ7XZZ
px4099|PROCEDURE|ICD10:0CQM0ZZ
px4100|PROCEDURE|ICD10:0CQS0ZZ
px4101|PROCEDURE|ICD10:0CR007Z
px4102|PROCEDURE|ICD10:0CR107Z
px4103|PROCEDURE|ICD10:0CR1X7Z
px4104|PROCEDURE|ICD10:0CR1XKZ
px4105|PROCEDURE|ICD10:0CR207Z
px4106|PROCEDURE|ICD10:0CR2X7Z
px4107|PROCEDURE|ICD10:0CR2XJZ
px4108|PROCEDURE|ICD10:0CR2XKZ
px4109|PROCEDURE|ICD10:0CR307Z
px4110|PROCEDURE|ICD10:0CR3X7Z
px4111|PROCEDURE|ICD10:0CR3XKZ
px4112|PROCEDURE|ICD10:0CR407Z
px4113|PROCEDURE|ICD10:0CR40KZ
px4114|PROCEDURE|ICD10:0CR4X7Z
px4115|PROCEDURE|ICD10:0CR4XKZ
px4116|PROCEDURE|ICD10:0CR5X7Z
px4117|PROCEDURE|ICD10:0CR607Z
px4118|PROCEDURE|ICD10:0CR6X7Z
px4119|PROCEDURE|ICD10:0CR6XKZ
px4120|PROCEDURE|ICD10:0CR707Z
px4121|PROCEDURE|ICD10:0CR7X7Z
px4122|PROCEDURE|ICD10:0CR7XKZ
px4123|PROCEDURE|ICD10:0CRM07Z
px4124|PROCEDURE|ICD10:0CRM77Z
px4125|PROCEDURE|ICD10:0CS10ZZ
px4126|PROCEDURE|ICD10:0CS70ZZ
px4127|PROCEDURE|ICD10:0CS7XZZ
px4128|PROCEDURE|ICD10:0CT1XZZ
px4129|PROCEDURE|ICD10:0CT3XZZ
px4130|PROCEDURE|ICD10:0CT70ZZ
px4131|PROCEDURE|ICD10:0CT7XZZ
px4132|PROCEDURE|ICD10:0CT80ZZ
px4133|PROCEDURE|ICD10:0CT90ZZ
px4134|PROCEDURE|ICD10:0CTC0ZZ
px4135|PROCEDURE|ICD10:0CTF0ZZ
px4136|PROCEDURE|ICD10:0CTG0ZZ
px4137|PROCEDURE|ICD10:0CTH0ZZ
px4138|PROCEDURE|ICD10:0CTJ0ZZ
px4139|PROCEDURE|ICD10:0CTM0ZZ
px4140|PROCEDURE|ICD10:0CTP0ZZ
px4141|PROCEDURE|ICD10:0CTPXZZ
px4142|PROCEDURE|ICD10:0CTS0ZZ
px4143|PROCEDURE|ICD10:0CTW0Z0
px4144|PROCEDURE|ICD10:0CTW0Z1
px4145|PROCEDURE|ICD10:0CTX0Z0
px4146|PROCEDURE|ICD10:0CTX0Z1
px4147|PROCEDURE|ICD10:0CU037Z
px4148|PROCEDURE|ICD10:0CU307Z
px4149|PROCEDURE|ICD10:0CU407Z
px4150|PROCEDURE|ICD10:0CU4X7Z
px4151|PROCEDURE|ICD10:0CU607Z
px4152|PROCEDURE|ICD10:0CU707Z
px4153|PROCEDURE|ICD10:0CU7X7Z
px4154|PROCEDURE|ICD10:0CUM07Z
px4155|PROCEDURE|ICD10:0CUM77Z
px4156|PROCEDURE|ICD10:0CUV0JZ
px4157|PROCEDURE|ICD10:0CWY07Z
px4158|PROCEDURE|ICD10:0CX0XZZ
px4159|PROCEDURE|ICD10:0CX1XZZ
px4160|PROCEDURE|ICD10:0CX3XZZ
px4161|PROCEDURE|ICD10:0CX40ZZ
px4162|PROCEDURE|ICD10:0CX4XZZ
px4163|PROCEDURE|ICD10:0CX70ZZ
px4164|PROCEDURE|ICD10:0D11074
px4165|PROCEDURE|ICD10:0D110Z4
px4166|PROCEDURE|ICD10:0D110Z6
px4167|PROCEDURE|ICD10:0D114Z6
px4168|PROCEDURE|ICD10:0D124Z6
px4169|PROCEDURE|ICD10:0D130Z6
px4170|PROCEDURE|ICD10:0D130ZA
px4171|PROCEDURE|ICD10:0D1507A
px4172|PROCEDURE|ICD10:0D150JA
px4173|PROCEDURE|ICD10:0D150K6
px4174|PROCEDURE|ICD10:0D150Z4
px4175|PROCEDURE|ICD10:0D150Z6
px4176|PROCEDURE|ICD10:0D150ZA
px4177|PROCEDURE|ICD10:0D154ZA
px4178|PROCEDURE|ICD10:0D1607A
px4179|PROCEDURE|ICD10:0D160ZA
px4180|PROCEDURE|ICD10:0D160ZB
px4181|PROCEDURE|ICD10:0D163J4
px4182|PROCEDURE|ICD10:0D164ZA
px4183|PROCEDURE|ICD10:0D168ZA
px4184|PROCEDURE|ICD10:0D190J4
px4185|PROCEDURE|ICD10:0D190ZA
px4186|PROCEDURE|ICD10:0D1A07B
px4187|PROCEDURE|ICD10:0D1A0Z4
px4188|PROCEDURE|ICD10:0D1A0ZA
px4189|PROCEDURE|ICD10:0D1A0ZB
px4190|PROCEDURE|ICD10:0D1A0ZL
px4191|PROCEDURE|ICD10:0D1A0ZN
px4192|PROCEDURE|ICD10:0D1A4J4
px4193|PROCEDURE|ICD10:0D1A4Z4
px4194|PROCEDURE|ICD10:0D1B0Z4
px4195|PROCEDURE|ICD10:0D1B0ZB
px4196|PROCEDURE|ICD10:0D1B0ZH
px4197|PROCEDURE|ICD10:0D1B0ZK
px4198|PROCEDURE|ICD10:0D1B0ZL
px4199|PROCEDURE|ICD10:0D1B0ZM
px4200|PROCEDURE|ICD10:0D1B0ZP
px4201|PROCEDURE|ICD10:0D1B0ZQ
px4202|PROCEDURE|ICD10:0D1B4Z4
px4203|PROCEDURE|ICD10:0D1B4ZN
px4204|PROCEDURE|ICD10:0D1B4ZP
px4205|PROCEDURE|ICD10:0D1B4ZQ
px4206|PROCEDURE|ICD10:0D1H0Z4
px4207|PROCEDURE|ICD10:0D1K074
px4208|PROCEDURE|ICD10:0D1K0Z4
px4209|PROCEDURE|ICD10:0D1K4Z4
px4210|PROCEDURE|ICD10:0D1K8Z4
px4211|PROCEDURE|ICD10:0D1L0Z4
px4212|PROCEDURE|ICD10:0D1L4Z4
px4213|PROCEDURE|ICD10:0D1M0Z4
px4214|PROCEDURE|ICD10:0D1M4Z4
px4215|PROCEDURE|ICD10:0D1N074
px4216|PROCEDURE|ICD10:0D1N0Z4
px4217|PROCEDURE|ICD10:0D1N0ZN
px4218|PROCEDURE|ICD10:0D1N0ZP
px4219|PROCEDURE|ICD10:0D1N4Z4
px4220|PROCEDURE|ICD10:0D20X0Z
px4221|PROCEDURE|ICD10:0D20XUZ
px4222|PROCEDURE|ICD10:0D20XYZ
px4223|PROCEDURE|ICD10:0D2DX0Z
px4224|PROCEDURE|ICD10:0D2DXUZ
px4225|PROCEDURE|ICD10:0D2DXYZ
px4226|PROCEDURE|ICD10:0D538ZZ
px4227|PROCEDURE|ICD10:0D548ZZ
px4228|PROCEDURE|ICD10:0D558ZZ
px4229|PROCEDURE|ICD10:0D568ZZ
px4230|PROCEDURE|ICD10:0D578ZZ
px4231|PROCEDURE|ICD10:0D588ZZ
px4232|PROCEDURE|ICD10:0D598ZZ
px4233|PROCEDURE|ICD10:0D5A8ZZ
px4234|PROCEDURE|ICD10:0D5H8ZZ
px4235|PROCEDURE|ICD10:0D5K8ZZ
px4236|PROCEDURE|ICD10:0D5L8ZZ
px4237|PROCEDURE|ICD10:0D5M8ZZ
px4238|PROCEDURE|ICD10:0D5N0ZZ
px4239|PROCEDURE|ICD10:0D5P8ZZ
px4240|PROCEDURE|ICD10:0D5Q8ZZ
px4241|PROCEDURE|ICD10:0D5W0ZZ
px4242|PROCEDURE|ICD10:0D717ZZ
px4243|PROCEDURE|ICD10:0D718DZ
px4244|PROCEDURE|ICD10:0D718ZZ
px4245|PROCEDURE|ICD10:0D728DZ
px4246|PROCEDURE|ICD10:0D728ZZ
px4247|PROCEDURE|ICD10:0D738DZ
px4248|PROCEDURE|ICD10:0D738ZZ
px4249|PROCEDURE|ICD10:0D748DZ
px4250|PROCEDURE|ICD10:0D748ZZ
px4251|PROCEDURE|ICD10:0D750DZ
px4252|PROCEDURE|ICD10:0D758DZ
px4253|PROCEDURE|ICD10:0D758ZZ
px4254|PROCEDURE|ICD10:0D763ZZ
px4255|PROCEDURE|ICD10:0D768DZ
px4256|PROCEDURE|ICD10:0D768ZZ
px4257|PROCEDURE|ICD10:0D770ZZ
px4258|PROCEDURE|ICD10:0D778DZ
px4259|PROCEDURE|ICD10:0D778ZZ
px4260|PROCEDURE|ICD10:0D798DZ
px4261|PROCEDURE|ICD10:0D798ZZ
px4262|PROCEDURE|ICD10:0D7A8DZ
px4263|PROCEDURE|ICD10:0D7A8ZZ
px4264|PROCEDURE|ICD10:0D7B7ZZ
px4265|PROCEDURE|ICD10:0D7B8ZZ
px4266|PROCEDURE|ICD10:0D7E8DZ
px4267|PROCEDURE|ICD10:0D7E8ZZ
px4268|PROCEDURE|ICD10:0D7G7ZZ
px4269|PROCEDURE|ICD10:0D7G8DZ
px4270|PROCEDURE|ICD10:0D7H3DZ
px4271|PROCEDURE|ICD10:0D7H4DZ
px4272|PROCEDURE|ICD10:0D7H8DZ
px4273|PROCEDURE|ICD10:0D7L8ZZ
px4274|PROCEDURE|ICD10:0D7N8DZ
px4275|PROCEDURE|ICD10:0D7N8ZZ
px4276|PROCEDURE|ICD10:0D7P7DZ
px4277|PROCEDURE|ICD10:0D7P8ZZ
px4278|PROCEDURE|ICD10:0D840ZZ
px4279|PROCEDURE|ICD10:0D844ZZ
px4280|PROCEDURE|ICD10:0D848ZZ
px4281|PROCEDURE|ICD10:0D870ZZ
px4282|PROCEDURE|ICD10:0D878ZZ
px4283|PROCEDURE|ICD10:0D9130Z
px4284|PROCEDURE|ICD10:0D918ZX
px4285|PROCEDURE|ICD10:0D9500Z
px4286|PROCEDURE|ICD10:0D950ZZ
px4287|PROCEDURE|ICD10:0D9580Z
px4288|PROCEDURE|ICD10:0D958ZX
px4289|PROCEDURE|ICD10:0D958ZZ
px4290|PROCEDURE|ICD10:0D9600Z
px4291|PROCEDURE|ICD10:0D9630Z
px4292|PROCEDURE|ICD10:0D964ZZ
px4293|PROCEDURE|ICD10:0D9670Z
px4294|PROCEDURE|ICD10:0D9680Z
px4295|PROCEDURE|ICD10:0D968ZX
px4296|PROCEDURE|ICD10:0D968ZZ
px4297|PROCEDURE|ICD10:0D9780Z
px4298|PROCEDURE|ICD10:0D988ZZ
px4299|PROCEDURE|ICD10:0D9900Z
px4300|PROCEDURE|ICD10:0D990ZZ
px4301|PROCEDURE|ICD10:0D998ZX
px4302|PROCEDURE|ICD10:0D998ZZ
px4303|PROCEDURE|ICD10:0D9A00Z
px4304|PROCEDURE|ICD10:0D9A40Z
px4305|PROCEDURE|ICD10:0D9B0ZZ
px4306|PROCEDURE|ICD10:0D9B70Z
px4307|PROCEDURE|ICD10:0D9E80Z
px4308|PROCEDURE|ICD10:0D9E8ZX
px4309|PROCEDURE|ICD10:0D9F00Z
px4310|PROCEDURE|ICD10:0D9H80Z
px4311|PROCEDURE|ICD10:0D9H8ZZ
px4312|PROCEDURE|ICD10:0D9K8ZX
px4313|PROCEDURE|ICD10:0D9L80Z
px4314|PROCEDURE|ICD10:0D9N30Z
px4315|PROCEDURE|ICD10:0D9N3ZX
px4316|PROCEDURE|ICD10:0D9N3ZZ
px4317|PROCEDURE|ICD10:0D9N80Z
px4318|PROCEDURE|ICD10:0D9N8ZX
px4319|PROCEDURE|ICD10:0D9N8ZZ
px4320|PROCEDURE|ICD10:0D9P00Z
px4321|PROCEDURE|ICD10:0D9P0ZX
px4322|PROCEDURE|ICD10:0D9P0ZZ
px4323|PROCEDURE|ICD10:0D9P30Z
px4324|PROCEDURE|ICD10:0D9P3ZX
px4325|PROCEDURE|ICD10:0D9P3ZZ
px4326|PROCEDURE|ICD10:0D9P7ZX
px4327|PROCEDURE|ICD10:0D9P7ZZ
px4328|PROCEDURE|ICD10:0D9Q0ZZ
px4329|PROCEDURE|ICD10:0D9Q70Z
px4330|PROCEDURE|ICD10:0D9QXZZ
px4331|PROCEDURE|ICD10:0D9V3ZX
px4332|PROCEDURE|ICD10:0D9W00Z
px4333|PROCEDURE|ICD10:0D9W0ZZ
px4334|PROCEDURE|ICD10:0D9W30Z
px4335|PROCEDURE|ICD10:0D9W3ZX
px4336|PROCEDURE|ICD10:0D9W3ZZ
px4337|PROCEDURE|ICD10:0DB10ZZ
px4338|PROCEDURE|ICD10:0DB14ZZ
px4339|PROCEDURE|ICD10:0DB18ZX
px4340|PROCEDURE|ICD10:0DB18ZZ
px4341|PROCEDURE|ICD10:0DB20ZZ
px4342|PROCEDURE|ICD10:0DB24ZZ
px4343|PROCEDURE|ICD10:0DB28ZX
px4344|PROCEDURE|ICD10:0DB28ZZ
px4345|PROCEDURE|ICD10:0DB30ZX
px4346|PROCEDURE|ICD10:0DB30ZZ
px4347|PROCEDURE|ICD10:0DB34ZZ
px4348|PROCEDURE|ICD10:0DB38ZX
px4349|PROCEDURE|ICD10:0DB40ZZ
px4350|PROCEDURE|ICD10:0DB44ZZ
px4351|PROCEDURE|ICD10:0DB48ZX
px4352|PROCEDURE|ICD10:0DB48ZZ
px4353|PROCEDURE|ICD10:0DB50ZZ
px4354|PROCEDURE|ICD10:0DB53ZX
px4355|PROCEDURE|ICD10:0DB54ZX
px4356|PROCEDURE|ICD10:0DB58ZX
px4357|PROCEDURE|ICD10:0DB58ZZ
px4358|PROCEDURE|ICD10:0DB60Z3
px4359|PROCEDURE|ICD10:0DB60ZX
px4360|PROCEDURE|ICD10:0DB60ZZ
px4361|PROCEDURE|ICD10:0DB63ZX
px4362|PROCEDURE|ICD10:0DB64ZX
px4363|PROCEDURE|ICD10:0DB64ZZ
px4364|PROCEDURE|ICD10:0DB68ZX
px4365|PROCEDURE|ICD10:0DB68ZZ
px4366|PROCEDURE|ICD10:0DB70ZX
px4367|PROCEDURE|ICD10:0DB70ZZ
px4368|PROCEDURE|ICD10:0DB78ZX
px4369|PROCEDURE|ICD10:0DB80ZX
px4370|PROCEDURE|ICD10:0DB80ZZ
px4371|PROCEDURE|ICD10:0DB84ZZ
px4372|PROCEDURE|ICD10:0DB88ZX
px4373|PROCEDURE|ICD10:0DB90ZX
px4374|PROCEDURE|ICD10:0DB90ZZ
px4375|PROCEDURE|ICD10:0DB93ZX
px4376|PROCEDURE|ICD10:0DB94ZX
px4377|PROCEDURE|ICD10:0DB94ZZ
px4378|PROCEDURE|ICD10:0DB98ZX
px4379|PROCEDURE|ICD10:0DB98ZZ
px4380|PROCEDURE|ICD10:0DBA0ZX
px4381|PROCEDURE|ICD10:0DBA0ZZ
px4382|PROCEDURE|ICD10:0DBA4ZX
px4383|PROCEDURE|ICD10:0DBA4ZZ
px4384|PROCEDURE|ICD10:0DBA8ZX
px4385|PROCEDURE|ICD10:0DBA8ZZ
px4386|PROCEDURE|ICD10:0DBB0ZX
px4387|PROCEDURE|ICD10:0DBB0ZZ
px4388|PROCEDURE|ICD10:0DBB4ZX
px4389|PROCEDURE|ICD10:0DBB4ZZ
px4390|PROCEDURE|ICD10:0DBB7ZX
px4391|PROCEDURE|ICD10:0DBB8ZX
px4392|PROCEDURE|ICD10:0DBC0ZZ
px4393|PROCEDURE|ICD10:0DBC8ZX
px4394|PROCEDURE|ICD10:0DBE0ZX
px4395|PROCEDURE|ICD10:0DBE0ZZ
px4396|PROCEDURE|ICD10:0DBE3ZX
px4397|PROCEDURE|ICD10:0DBE4ZZ
px4398|PROCEDURE|ICD10:0DBE8ZX
px4399|PROCEDURE|ICD10:0DBE8ZZ
px4400|PROCEDURE|ICD10:0DBF0ZZ
px4401|PROCEDURE|ICD10:0DBF4ZZ
px4402|PROCEDURE|ICD10:0DBF8ZX
px4403|PROCEDURE|ICD10:0DBG0ZX
px4404|PROCEDURE|ICD10:0DBG0ZZ
px4405|PROCEDURE|ICD10:0DBG4ZZ
px4406|PROCEDURE|ICD10:0DBG8ZX
px4407|PROCEDURE|ICD10:0DBH0ZX
px4408|PROCEDURE|ICD10:0DBH0ZZ
px4409|PROCEDURE|ICD10:0DBH4ZZ
px4410|PROCEDURE|ICD10:0DBH8ZX
px4411|PROCEDURE|ICD10:0DBH8ZZ
px4412|PROCEDURE|ICD10:0DBJ0ZX
px4413|PROCEDURE|ICD10:0DBJ0ZZ
px4414|PROCEDURE|ICD10:0DBK0ZZ
px4415|PROCEDURE|ICD10:0DBK4ZZ
px4416|PROCEDURE|ICD10:0DBK8ZX
px4417|PROCEDURE|ICD10:0DBK8ZZ
px4418|PROCEDURE|ICD10:0DBL0ZX
px4419|PROCEDURE|ICD10:0DBL0ZZ
px4420|PROCEDURE|ICD10:0DBL4ZX
px4421|PROCEDURE|ICD10:0DBL4ZZ
px4422|PROCEDURE|ICD10:0DBL8ZX
px4423|PROCEDURE|ICD10:0DBL8ZZ
px4424|PROCEDURE|ICD10:0DBM0ZX
px4425|PROCEDURE|ICD10:0DBM0ZZ
px4426|PROCEDURE|ICD10:0DBM4ZZ
px4427|PROCEDURE|ICD10:0DBM8ZX
px4428|PROCEDURE|ICD10:0DBM8ZZ
px4429|PROCEDURE|ICD10:0DBN0ZX
px4430|PROCEDURE|ICD10:0DBN0ZZ
px4431|PROCEDURE|ICD10:0DBN4ZZ
px4432|PROCEDURE|ICD10:0DBN7ZZ
px4433|PROCEDURE|ICD10:0DBN8ZX
px4434|PROCEDURE|ICD10:0DBN8ZZ
px4435|PROCEDURE|ICD10:0DBP0ZX
px4436|PROCEDURE|ICD10:0DBP0ZZ
px4437|PROCEDURE|ICD10:0DBP3ZX
px4438|PROCEDURE|ICD10:0DBP4ZX
px4439|PROCEDURE|ICD10:0DBP4ZZ
px4440|PROCEDURE|ICD10:0DBP7ZX
px4441|PROCEDURE|ICD10:0DBP7ZZ
px4442|PROCEDURE|ICD10:0DBP8ZX
px4443|PROCEDURE|ICD10:0DBP8ZZ
px4444|PROCEDURE|ICD10:0DBQ0ZX
px4445|PROCEDURE|ICD10:0DBQ0ZZ
px4446|PROCEDURE|ICD10:0DBQ3ZZ
px4447|PROCEDURE|ICD10:0DBQ7ZX
px4448|PROCEDURE|ICD10:0DBQ7ZZ
px4449|PROCEDURE|ICD10:0DBQ8ZX
px4450|PROCEDURE|ICD10:0DBQXZX
px4451|PROCEDURE|ICD10:0DBS0ZX
px4452|PROCEDURE|ICD10:0DBS0ZZ
px4453|PROCEDURE|ICD10:0DBS3ZX
px4454|PROCEDURE|ICD10:0DBS4ZX
px4455|PROCEDURE|ICD10:0DBS4ZZ
px4456|PROCEDURE|ICD10:0DBT0ZX
px4457|PROCEDURE|ICD10:0DBT0ZZ
px4458|PROCEDURE|ICD10:0DBT3ZX
px4459|PROCEDURE|ICD10:0DBV0ZX
px4460|PROCEDURE|ICD10:0DBV0ZZ
px4461|PROCEDURE|ICD10:0DBV4ZX
px4462|PROCEDURE|ICD10:0DBV4ZZ
px4463|PROCEDURE|ICD10:0DBW0ZX
px4464|PROCEDURE|ICD10:0DBW0ZZ
px4465|PROCEDURE|ICD10:0DBW3ZX
px4466|PROCEDURE|ICD10:0DBW4ZX
px4467|PROCEDURE|ICD10:0DBW4ZZ
px4468|PROCEDURE|ICD10:0DC18ZZ
px4469|PROCEDURE|ICD10:0DC38ZZ
